Name,ID,Size,meanAbsT0,padog0,PmeanAbsT,rank,Ppadog
Example Named Pathway_276,375,59,0.337035108956593,-0.947028290102772,0.741935483870968,276,0.983870967741935
Example Named Pathway_277,376,60,-0.158397320309874,-0.947090457473456,0.516129032258065,277,0.983870967741935
Example Named Pathway_278,377,77,-1.45307117639664,-1.37689459924636,0.032258064516129,278,0.983870967741935
Example Named Pathway_279,378,122,-0.361206641071855,-1.87690311914902,0.306451612903226,279,0.983870967741935
Example Named Pathway_280,379,93,-1.21820936204798,-1.9390827909592,0.000144927536231884,280,0.983870967741935
Example Named Pathway_281,380,76,-1.5598522113061,-2.69151007085938,0.032258064516129,281,0.983870967741935
Example Named Pathway_282,381,134,5.23857949766388,13.8770816776092,1,282,1
Example Named Pathway_283,382,233,3.09824993816514,8.7752454109119,1,283,1
Example Named Pathway_284,383,128,2.45493134924655,8.38622002017109,0.983870967741935,284,1
Example Named Pathway_285,384,233,1.02591596709365,8.28409356996925,0.580645161290323,285,1
Example Named Pathway_286,385,114,0.559790457471243,8.15911978651471,0.967741935483871,286,1
Example Named Pathway_287,386,135,1.76519443958691,8.05448508711463,1,287,1
Example Named Pathway_288,387,157,2.02224946019743,8.0060314678119,1,288,1
Example Named Pathway_289,388,78,1.02498686337497,7.70918443408507,1,289,1
Example Named Pathway_290,389,56,2.33161079829857,6.6532245823417,1,290,1
Example Named Pathway_291,390,204,1.53975739365961,6.21471728729742,0.580645161290323,291,1
Example Named Pathway_292,391,78,-0.604193801455748,6.17270290815237,0.112903225806452,292,1
Example Named Pathway_293,392,222,1.52264473887987,6.15198766420354,0.548387096774194,293,1
Example Named Pathway_294,393,48,1.56210523822512,6.15060934270348,1,294,1
Example Named Pathway_295,394,77,1.65982034653268,6.02524167880214,1,295,1
Example Named Pathway_296,395,33,1.61034059778628,6.01459983427699,1,296,1
Example Named Pathway_297,396,63,0.343358543604229,5.89505781925118,0.967741935483871,297,1
Example Named Pathway_298,397,57,1.05949471108406,5.8035036910896,0.967741935483871,298,1
Example Named Pathway_299,398,43,2.19042846782878,5.77622881018656,1,299,1
Example Named Pathway_300,399,60,2.02279863805935,5.74251723244344,1,300,1
Example Named Pathway_301,400,61,-0.0389704066439046,5.65708337208198,0.532258064516129,301,1
Example Named Pathway_302,401,42,2.65867511714268,5.57113195774057,1,302,1
Example Named Pathway_303,402,87,1.61545937939803,5.54591072606173,1,303,1
Example Named Pathway_304,403,30,2.39851670885414,5.42869223227371,1,304,1
Example Named Pathway_305,404,44,0.216005070733228,5.11269475055333,0.725806451612903,305,1
Example Named Pathway_306,405,156,1.66656873933015,5.0889218644088,1,306,1
Example Named Pathway_307,406,37,1.78543193217721,5.0649020497954,1,307,1
Example Named Pathway_308,407,47,0.541662861526124,5.01888285429869,0.758064516129032,308,1
Example Named Pathway_309,408,61,1.79339034421423,4.84379527472233,0.967741935483871,309,1
Example Named Pathway_310,409,32,1.26117037682293,4.81246035729377,0.967741935483871,310,1
Example Named Pathway_311,410,59,1.97879422770394,4.65451058371604,0.967741935483871,311,1
Example Named Pathway_312,411,17,1.51022492717946,4.55042253986649,1,312,1
Example Named Pathway_313,412,13,1.81144787210757,4.54351810974407,1,313,1
Example Named Pathway_314,413,96,2.19320737485195,4.5312963148324,0.935483870967742,314,1
Example Named Pathway_315,414,66,2.49807984599779,4.50373145138164,1,315,1
Example Named Pathway_316,415,41,0.358709833340926,4.44908409323558,0.758064516129032,316,1
Example Named Pathway_317,416,36,1.33877134063046,4.44285704390348,0.967741935483871,317,1
Example Named Pathway_318,417,27,2.00616295604781,4.37941173417891,1,318,1
Example Named Pathway_319,418,27,1.76825183157602,4.37295047110716,1,319,1
Example Named Pathway_320,419,31,1.58787487962673,4.33578152037765,1,320,1
Example Named Pathway_321,420,66,1.78479891639109,4.32995843707035,1,321,1
Example Named Pathway_322,421,27,1.26127584563788,4.2747520169328,1,322,1
Example Named Pathway_323,422,30,0.682817305503761,4.23383006817733,0.758064516129032,323,1
Example Named Pathway_324,423,82,0.845195715165757,4.22214572016248,0.967741935483871,324,1
Example Named Pathway_325,424,23,0.8027966014748,4.19270353203526,0.725806451612903,325,1
Example Named Pathway_326,425,122,-0.00689100742884225,4.16258831264286,0.387096774193548,326,1
Example Named Pathway_327,426,90,1.45714146864759,4.05785850417203,0.967741935483871,327,1
Example Named Pathway_328,427,30,-0.20725838252357,4.04591139141074,0.467741935483871,328,1
Example Named Pathway_329,428,33,0.121925777431907,3.80534295364229,0.612903225806452,329,1
Example Named Pathway_330,429,23,0.96362980304996,3.49282388635429,0.725806451612903,330,1
Example Named Pathway_331,430,48,0.080693895496508,3.43592360698085,0.661290322580645,331,1
Example Named Pathway_332,431,138,1.18587019775299,3.36227001638084,1,332,1
Example Named Pathway_333,432,15,0.435117565275596,3.25822789757235,0.725806451612903,333,1
Example Named Pathway_334,433,19,0.789275738482242,3.23998547876927,0.758064516129032,334,1
Example Named Pathway_335,434,98,0.515435896388134,3.22752110474893,1,335,1
Example Named Pathway_336,435,28,0.753871976883184,3.14030423616618,0.758064516129032,336,1
Example Named Pathway_337,436,31,-0.140363202460997,3.09787109111871,0.5,337,1
Example Named Pathway_338,437,15,0.999788989597797,2.97106069636038,0.725806451612903,338,1
Example Named Pathway_339,438,36,0.863153409142379,2.8761272218379,0.693548387096774,339,1
Example Named Pathway_340,439,17,1.4893285660863,2.85084189689738,0.758064516129032,340,1
Example Named Pathway_341,440,167,0.4670970918845,2.83770178613143,0.580645161290323,341,1
Example Named Pathway_342,441,14,0.532381391558912,2.61032889052766,0.758064516129032,342,1
Example Named Pathway_343,442,27,-0.054421596015579,2.4438087540438,0.564516129032258,343,1
Example Named Pathway_344,443,148,-0.142148720199993,2.32347409417135,0.419354838709677,344,1
Example Named Pathway_345,444,4,1.26683943990149,2.30770922912202,0.758064516129032,345,1
Example Named Pathway_346,445,41,0.767208305018719,2.22306703217072,0.725806451612903,346,1
Example Named Pathway_347,446,16,0.919908546529403,2.15595216458651,0.725806451612903,347,1
Example Named Pathway_348,447,30,0.53535332420991,2.14694163418425,0.741935483870968,348,1
Example Named Pathway_349,448,3,0.714789218481623,2.03534099582878,0.725806451612903,349,1
Example Named Pathway_350,449,6,0.241414953768148,1.96593891455651,0.725806451612903,350,1
Example Named Pathway_351,450,12,0.61078309860885,1.93792283915342,0.725806451612903,351,1
Example Named Pathway_352,451,16,0.076322900863027,1.88899429095654,0.596774193548387,352,1
Example Named Pathway_353,452,130,-0.203501035851748,1.78654149898774,0.370967741935484,353,1
Example Named Pathway_354,453,139,0.775110061943011,1.76779080613082,1,354,1
Example Named Pathway_355,454,53,-0.019642321215074,1.71103882488198,0.532258064516129,355,1
Example Named Pathway_356,455,6,0.894093498511702,1.60755440582857,0.758064516129032,356,1
Example Named Pathway_357,456,122,0.226118692841578,1.43655383093521,0.483870967741935,357,1
Example Named Pathway_358,457,99,-0.166755832577973,1.17527847430888,0.354838709677419,358,1
Example Named Pathway_359,458,89,-1.15128904591307,0.356228572797296,0.0483870967741935,359,1
Example Named Pathway_360,459,77,0.151585465705312,-0.532221454287325,0.903225806451613,360,1
Example Named Pathway_361,460,102,-0.47988184463784,-1.04650673452587,0.0483870967741935,361,1
Example Named Pathway_362,461,71,0.535400326341636,-1.09331164850358,1,362,1
Example Named Pathway_363,462,5,NA,NA,NA,363,NA
